"","RPOS-001.1","RPOS-001.2","RPOS-001.3","RPOS-002.1","RPOS-002.2","RPOS-002.3","RPOS-003.1","RPOS-003.2","RPOS-003.3","RPOS-003.4","RPOS-005.1","RPOS-005.2","RPOS-005.3","RPOS-008.1","RPOS-008.2","RPOS-008.3","RPOS-008.4","RPOS-008.5","RPOS-015.1","RPOS-015.2","RPOS-015.3","RPOS-016.1","RPOS-016.2","RPOS-018.1","RPOS-018.2","RPOS-026.1","RPOS-026.2","RPOS-026.3","RPOS-027.1","RPOS-027.2","RPOS-027.3","RPOS-029.1","RPOS-029.2","RPOS-029.3","RPOS-029.4","RPOS-031.1","RPOS-031.2","RPOS-031.3","RPOS-034.1","RPOS-034.2","RPOS-035.1","RPOS-035.2","RPOS-035.3","RPOS-035.4","RPOS-036.1","RPOS-036.2","RPOS-036.3","RPOS-043.1","RPOS-043.2","RPOS-043.3","RPOS-044.1","RPOS-044.2","RPOS-045.1","RPOS-045.2","RPOS-045.3","RPOS-049.1","RPOS-049.2","RPOS-049.3","RPOS-050.1","RPOS-050.2","RPOS-051.1","RPOS-051.2","RPOS-051.3","RPOS-053.1","RPOS-053.2","RPOS-055.1","RPOS-055.2","RPOS-055.3","RPOS-057.1","RPOS-057.2","RPOS-061.1","RPOS-061.2","RPOS-062.1","RPOS-062.2","RPOS-062.3","RPOS-063.1","RPOS-063.2","RPOS-063.3","RPOS-063.4","RPOS-069.1","RPOS-069.2","RPOS-071.1","RPOS-071.2","RPOS-071.3","RPOS-071.4","RPOS-073.1","RPOS-073.2","RPOS-073.3","RPOS-074.1","RPOS-074.2","RPOS-075.1","RPOS-075.2","RPOS-078.1","RPOS-078.2","RPOS-087.1","RPOS-087.2","RPOS-087.3","RPOS-087.4","RPOS-087.5","RPOS-087.6","RPOS-089.1","RPOS-089.2","RPOS-089.3"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W11_LTR.mzML",206.045867919922,178.0517578125,132.044326782227,139.050888061523,121.040382385254,93.0453796386719,169.03791809082,141.042083740234,152.011169433594,126.0302734375,181.073455810547,163.063507080078,138.068405151367,245.077651977539,209.056854248047,191.046813964844,179.045906066895,155.045593261719,220.118499755859,202.111465454102,184.100631713867,204.126037597656,85.0289840698242,282.121154785156,150.078201293945,312.131011962891,180.088088989258,110.037178039551,170.045059204102,124.040351867676,95.0127258300781,205.099563598633,188.071166992188,170.062393188477,118.066192626953,209.092727661133,192.067184448242,146.063034057617,304.129791259766,130.066192626953,374.088836669922,352.107299804688,176.071365356445,130.065643310547,137.045913696289,159.029983520508,119.036590576172,286.205444335938,85.0297012329102,227.130172729492,195.088943481445,138.068023681641,232.157653808594,173.083786010742,85.0291976928711,350.087829589844,152.072052001953,110.061553955078,152.070816040039,110.061370849609,166.07341003418,149.046829223633,124.050834655762,298.099700927734,136.064407348633,184.060745239258,166.050811767578,148.041061401367,190.050735473633,162.056533813477,181.073532104492,124.051582336426,183.051910400391,155.057189941406,126.032203674316,286.104858398438,308.086364746094,154.062240600586,112.051513671875,176.072158813477,130.066040039062,367.150238037109,230.083557128906,156.081192016602,144.082748413086,305.098602294922,327.080474853516,148.06217956543,181.073532104492,124.051582336426,379.216461181641,361.204925537109,192.068130493164,146.061126708984,182.081512451172,165.055450439453,147.04460144043,136.075576782227,123.044418334961,119.050262451172,137.06086730957,119.050437927246,91.0555877685547
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W12_SR.mzML",206.04541015625,178.051940917969,132.044967651367,139.050064086914,121.039756774902,93.0457305908203,169.037582397461,141.042037963867,152.011260986328,126.030662536621,181.072677612305,163.063751220703,138.067947387695,245.077697753906,209.05778503418,191.046798706055,179.045532226562,155.046295166016,220.117858886719,202.111145019531,184.100296020508,204.125961303711,85.0291213989258,282.121826171875,150.078475952148,312.130432128906,180.087951660156,110.036567687988,170.045059204102,124.040809631348,95.0137786865234,205.099792480469,188.07080078125,170.06233215332,118.06566619873,209.091812133789,192.066741943359,146.062652587891,304.131469726562,130.065979003906,374.085540771484,352.106719970703,176.071594238281,130.066375732422,137.046005249023,159.029174804688,119.036514282227,286.205505371094,85.0293197631836,227.13020324707,195.089157104492,138.066589355469,232.157745361328,173.084106445312,85.0289916992188,350.08837890625,152.07341003418,110.06143951416,152.070770263672,110.061080932617,166.074172973633,149.045974731445,124.050689697266,298.098449707031,136.064727783203,184.060531616211,166.049850463867,148.03955078125,190.051330566406,162.056076049805,181.072601318359,124.052894592285,183.051315307617,155.057571411133,126.031883239746,286.106536865234,308.087127685547,154.062591552734,112.050483703613,176.071746826172,130.066436767578,367.149566650391,230.08283996582,156.083099365234,144.083084106445,305.099426269531,327.080810546875,148.061340332031,181.072601318359,124.052894592285,379.21826171875,361.204925537109,192.067352294922,146.060745239258,182.081069946289,165.05534362793,147.044006347656,136.076705932617,123.044914245605,119.049522399902,137.060043334961,119.050437927246,91.0556564331055
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W23_LTR.mzML",206.045944213867,178.0517578125,132.044311523438,139.05143737793,121.039260864258,93.0457458496094,169.037796020508,141.041656494141,152.010345458984,126.030570983887,181.074310302734,163.063232421875,138.067520141602,245.078796386719,209.056579589844,191.046356201172,179.046508789062,155.045333862305,220.118362426758,202.108474731445,184.099472045898,204.125762939453,85.0291061401367,282.121063232422,150.079147338867,312.130584716797,180.087875366211,110.036933898926,170.044860839844,124.039527893066,95.0127868652344,205.09831237793,188.071029663086,170.061782836914,118.06568145752,209.093887329102,192.06706237793,146.0634765625,304.129333496094,130.065704345703,374.087615966797,352.106567382812,176.073303222656,130.065658569336,137.046508789062,159.029998779297,119.036270141602,286.205505371094,85.0296020507812,227.130569458008,195.089141845703,138.068389892578,232.157562255859,173.082489013672,85.0290222167969,350.088836669922,152.072372436523,110.060722351074,152.072494506836,110.060363769531,166.073226928711,149.046951293945,124.050712585449,298.101165771484,136.064514160156,184.060806274414,166.050567626953,148.039825439453,190.05046081543,162.05647277832,181.072875976562,124.05101776123,183.052597045898,155.059173583984,126.031890869141,286.105529785156,308.087158203125,154.061462402344,112.05192565918,176.072341918945,130.066314697266,367.150360107422,230.084075927734,156.083145141602,144.083053588867,305.101135253906,327.083282470703,148.061874389648,181.072875976562,124.05101776123,379.217864990234,361.202362060547,192.068949184023,146.061390888,182.08203125,165.055572509766,147.044769287109,136.076065063477,123.04475402832,119.050224304199,137.06103515625,119.050437927246,91.0554046630859
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W24_SR.mzML",206.045684814453,178.051849365234,132.044952392578,139.050354003906,121.040084838867,93.0455017089844,169.037857055664,141.04167175293,152.01091003418,126.030731201172,181.073135375977,163.063507080078,138.067306518555,245.078002929688,209.056930541992,191.046035766602,179.045608520508,155.045593261719,220.117980957031,202.111480712891,184.100021362305,204.125961303711,85.0290451049805,282.122650146484,150.077835083008,312.130340576172,180.087707519531,110.036613464355,170.04508972168,124.039825439453,95.0125427246094,205.098846435547,188.070770263672,170.061889648438,118.066665649414,209.092239379883,192.06640625,146.062789916992,304.13037109375,130.065673828125,374.086486816406,352.107666015625,176.070739746094,130.065399169922,137.046844482422,159.028594970703,119.035705566406,286.205474853516,85.0294189453125,227.13069152832,195.088745117188,138.0673828125,232.157577514648,173.083786010742,85.0292053222656,350.089202880859,152.073516845703,110.061279296875,152.070785522461,110.06014251709,166.074096679688,149.047180175781,124.05184173584,298.100250244141,136.064147949219,184.060531616211,166.049743652344,148.040924072266,190.051162719727,162.055313110352,181.073043823242,124.050605773926,183.051467895508,155.058670043945,126.031051635742,286.107299804688,308.086029052734,154.061096191406,112.051666259766,176.071762084961,130.065887451172,367.150543212891,230.083389282227,156.081283569336,144.08203125,305.101257324219,327.081085205078,148.061508178711,181.073043823242,124.050605773926,379.214752197266,361.205108642578,192.068389892578,146.060852050781,182.081253051758,165.055816650391,147.044723510742,136.075637817383,123.044006347656,119.050033569336,137.061019897461,119.050262451172,91.0552978515625
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W35_LTR.mzML",206.047500610352,178.0517578125,132.044357299805,139.050857543945,121.04109954834,93.0452499389648,169.037506103516,141.042114257812,152.010681152344,126.03052520752,181.073028564453,163.063919067383,138.067565917969,245.077941894531,209.056228637695,191.045532226562,179.046463012695,155.046020507812,220.118209838867,202.110565185547,184.099670410156,204.125961303711,85.0291366577148,282.121215820312,150.078277587891,312.130950927734,180.088150024414,110.037010192871,170.045104980469,124.040596008301,95.0127487182617,205.09797668457,188.071243286133,170.060943603516,118.065986633301,209.092300415039,192.06770324707,146.063049316406,304.132568359375,130.066024780273,374.086730957031,352.107147216797,176.07243347168,130.067108154297,137.046249389648,159.029449462891,119.036270141602,286.205413818359,85.0292663574219,227.129577636719,195.088943481445,138.068008422852,232.157440185547,173.083404541016,85.0292129516602,350.088073730469,152.072052001953,110.060020446777,152.070571899414,110.061386108398,166.072723388672,149.045333862305,124.051422119141,298.099945068359,136.064575195312,184.06071472168,166.050643920898,148.041748046875,190.050247192383,162.057189941406,181.072677612305,124.051818847656,183.051498413086,155.058502197266,126.03199005127,286.106384277344,308.086883544922,154.062103271484,112.051879882812,176.071685791016,130.06672668457,367.149749755859,230.083969116211,156.083114624023,144.082992553711,305.099426269531,327.080841064453,148.061889648438,181.072677612305,124.051818847656,379.213958740234,361.204925537109,192.068949184023,146.061390888,182.081924438477,165.055130004883,147.044342041016,136.075576782227,123.044624328613,119.050140380859,137.060028076172,119.050727844238,91.0556564331055
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W36_SR.mzML",206.04573059082,178.051071166992,132.044815063477,139.050109863281,121.041069030762,93.0454559326172,169.037261962891,141.042053222656,152.010803222656,126.030296325684,181.072723388672,163.064193725586,138.068130493164,245.079544067383,209.057418823242,191.047225952148,179.045196533203,155.045379638672,220.11897277832,202.110809326172,184.098556518555,204.126007080078,85.0292053222656,282.121978759766,150.077194213867,312.130828857422,180.087814331055,110.037124633789,170.045562744141,124.040519714355,95.0129089355469,205.099594116211,188.071182250977,170.060104370117,118.065711975098,209.092086791992,192.065582275391,146.063018798828,304.129760742188,130.065490722656,374.085906982422,352.107940673828,176.070892333984,130.065780639648,137.046127319336,159.028259277344,119.036094665527,286.205139160156,85.029541015625,227.130523681641,195.089294433594,138.068389892578,232.157699584961,173.084030151367,85.0292587280273,350.089141845703,152.07373046875,110.06014251709,152.070663452148,110.061477661133,166.074340820312,149.04638671875,124.051460266113,298.100830078125,136.064193725586,184.060653686523,166.050003051758,148.039886474609,190.052398681641,162.055603027344,181.073455810547,124.05152130127,183.051559448242,155.058258056641,126.03059387207,286.106048583984,308.085845947266,154.063049316406,112.050720214844,176.072395324707,130.065612792969,367.149841308594,230.083755493164,156.082107543945,144.082901000977,305.099243164062,327.081024169922,148.061508178711,181.073455810547,124.05152130127,379.216461181641,361.205230712891,192.06819152832,146.061390888,182.083129882812,165.055755615234,147.044998168945,136.075531005859,123.04475402832,119.048896789551,137.060501098633,119.049781799316,91.0554885864258
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W47_LTR.mzML",206.046783447266,178.0517578125,132.044494628906,139.050094604492,121.04125213623,93.0453491210938,169.037734985352,141.0419921875,152.010803222656,126.030838012695,181.073715209961,163.063659667969,138.067581176758,245.077865600586,209.056381225586,191.04736328125,179.046676635742,155.045516967773,220.11865234375,202.110778808594,184.099746704102,204.125961303711,85.029109954834,282.121612548828,150.077438354492,312.130920410156,180.089599609375,110.035690307617,170.045654296875,124.040588378906,95.0134353637695,205.098587036133,188.071151733398,170.061264038086,118.06649017334,209.094635009766,192.066741943359,146.063583374023,304.132293701172,130.065444946289,374.088104248047,352.107055664062,176.072845458984,130.066207885742,137.046112060547,159.028366088867,119.036392211914,286.205505371094,85.0293960571289,227.131286621094,195.089294433594,138.068801879883,232.157699584961,173.08219909668,85.0292358398438,350.089019775391,152.072509765625,110.059959411621,152.071319580078,110.060928344727,166.073425292969,149.047012329102,124.051536560059,298.099060058594,136.06428527832,184.060607910156,166.050018310547,148.040557861328,190.05029296875,162.056884765625,181.072647094727,124.051666259766,183.052032470703,155.058624267578,126.031944274902,286.105133056641,308.086151123047,154.061431884766,112.051368713379,176.072708129883,130.06640625,367.150787353516,230.083557128906,156.082901000977,144.083129882812,305.101135253906,327.080627441406,148.061325073242,181.072647094727,124.051666259766,379.217407226562,361.204925537109,192.068949184023,146.06120300293,182.081268310547,165.054901123047,147.044708251953,136.075485229492,123.044128417969,119.049629211426,137.060272216797,119.050735473633,91.0554046630859
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W48_SR.mzML",206.046951293945,178.051940917969,132.04426574707,139.050369262695,121.040420532227,93.0457534790039,169.037307739258,141.041839599609,152.011077880859,126.030578613281,181.072662353516,163.063873291016,138.068450927734,245.077713012695,209.057800292969,191.047515869141,179.045257568359,155.045532226562,220.118301391602,202.111282348633,184.100677490234,204.125961303711,85.0290985107422,282.122100830078,150.079223632812,312.130828857422,180.088272094727,110.037330627441,170.044998168945,124.040031433105,95.0141525268555,205.099517822266,188.071395874023,170.06005859375,118.065887451172,209.092224121094,192.067764282227,146.06298828125,304.129821777344,130.065155029297,374.085784912109,352.105560302734,176.0712890625,130.065048217773,137.046295166016,159.029266357422,119.035873413086,286.20556640625,85.0295257568359,227.130523681641,195.089813232422,138.068283081055,232.15771484375,173.083709716797,85.0292053222656,350.088836669922,152.073272705078,110.060920715332,152.070877075195,110.060852050781,166.074096679688,149.04768371582,124.050895690918,298.100524902344,136.064392089844,184.060852050781,166.050094604492,148.040771484375,190.051040649414,162.055282592773,181.07243347168,124.050582885742,183.0517578125,155.058334350586,126.031867980957,286.107635498047,308.086547851562,154.061614990234,112.050636291504,176.071670532227,130.066711425781,367.150726318359,230.084075927734,156.081695556641,144.082138061523,305.101196289062,327.082366943359,148.061676025391,181.07243347168,124.050582885742,379.217407226562,361.204223632812,192.068115234375,146.060348510742,182.082244873047,165.055099487305,147.044204711914,136.075592041016,123.044563293457,119.050224304199,137.060333251953,119.050582885742,91.0554885864258
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W59_LTR.mzML",206.04606628418,178.0517578125,132.044723510742,139.050552368164,121.040397644043,93.0456466674805,169.037796020508,141.0419921875,152.009841918945,126.030807495117,181.074691772461,163.062759399414,138.067672729492,245.077850341797,209.056289672852,191.046394348145,179.045906066895,155.045303344727,220.118225097656,202.110427856445,184.098983764648,204.125915527344,85.0291213989258,282.120941162109,150.078430175781,312.131469726562,180.088684082031,110.036277770996,170.045272827148,124.039199829102,95.014045715332,205.099914550781,188.070693969727,170.061782836914,118.065902709961,209.094543457031,192.067199707031,146.062957763672,304.13037109375,130.064865112305,374.085723876953,352.106872558594,176.073013305664,130.066101074219,137.04573059082,159.027923583984,119.035720825195,286.20556640625,85.0296020507812,227.131378173828,195.088760375977,138.068557739258,232.157531738281,173.083786010742,85.0290222167969,350.087707519531,152.072021484375,110.061073303223,152.070556640625,110.060806274414,166.072784423828,149.047622680664,124.051567077637,298.099243164062,136.064895629883,184.060333251953,166.050384521484,148.039916992188,190.050262451172,162.057327270508,181.073333740234,124.053207397461,183.051467895508,155.057586669922,126.032165527344,286.105712890625,308.088012695312,154.061660766602,112.051277160645,176.072395324707,130.06640625,367.152313232422,230.082443237305,156.082534790039,144.083099365234,305.099304199219,327.081359863281,148.061706542969,181.073333740234,124.053207397461,379.21826171875,361.204925537109,192.068939208984,146.060272216797,182.081253051758,165.055114746094,147.044952392578,136.075332641602,123.044586181641,119.049468994141,137.06103515625,119.050437927246,91.0554046630859
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U3W60_SR.mzML",206.045852661133,178.051605224609,132.044387817383,139.051345825195,121.040817260742,93.0456848144531,169.037567138672,141.041900634766,152.011260986328,126.030799865723,181.074340820312,163.064056396484,138.067092895508,245.078842163086,209.05696105957,191.047302246094,179.045989990234,155.045593261719,220.118209838867,202.109298706055,184.097564697266,204.125961303711,85.0289154052734,282.122863769531,150.077346801758,312.131439208984,180.088409423828,110.03636932373,170.046295166016,124.039512634277,95.0130615234375,205.099716186523,188.071136474609,170.061294555664,118.065399169922,209.093078613281,192.066925048828,146.063522338867,304.130065917969,130.065322875977,374.089569091797,352.105163574219,176.071792602539,130.066329956055,137.046249389648,159.028823852539,119.036293029785,286.205505371094,85.0297470092773,227.129608154297,195.089630126953,138.068084716797,232.157730102539,173.083038330078,85.0292739868164,350.089233398438,152.073623657227,110.061042785645,152.070922851562,110.060668945312,166.074493408203,149.04768371582,124.05135345459,298.100433349609,136.06364440918,184.060974121094,166.050201416016,148.040466308594,190.051620483398,162.056076049805,181.073364257812,124.051605224609,183.051895141602,155.059112548828,126.031150817871,286.106414794922,308.086822509766,154.062896728516,112.052055358887,176.072555541992,130.066558837891,367.152282714844,230.08317565918,156.082214355469,144.082672119141,305.100952148438,327.08251953125,148.061767578125,181.073364257812,124.051605224609,379.216949462891,361.205200195312,192.068949184023,146.061065673828,182.081314086914,165.055953979492,147.044509887695,136.075637817383,123.044441223145,119.049781799316,137.060913085938,119.050437927246,91.0555038452148
