"cpdID","cpdName","X","ROI_rt","ROI_mz","ROI_rtMin","ROI_rtMax","ROI_mzMin","ROI_mzMax","X","uROI_rtMin","uROI_rtMax","uROI_mzMin","uROI_mzMax","uROI_rt","uROI_mz","X","FIR_rtMin","FIR_rtMax","FIR_mzMin","FIR_mzMax"
"RPOS-001.1","Xanthurenate","|",167.88,206.044784177,162.88,172.88,206.041693505237,206.047874848763,"|",165.740312513457,171.237006157251,206.041732788086,206.047836303711,167.88,206.044784177,"|",167.06269835773,169.993271128648,206.043121337891,206.045852661133
"RPOS-001.2","Xanthurenate ISF.1","|",167.88,178.0493,162.88,172.88,178.0466292605,178.0519707395,"|",163.523595499992,173.701535780189,178.0466292605,178.0519707395,167.88,178.0493,"|",165.569377854411,172.231789663883,178.046905517578,178.0517578125
"RPOS-001.3","Xanthurenate ISF.2","|",167.88,132.043,162.88,172.88,132.041019355,132.044980645,"|",160.826241591956,169.406226162187,132.041019355,132.044980645,167.88,132.043,"|",161.839131297401,164.567865442688,132.041019355,132.044980645
"RPOS-002.1","Urocanate","|",57.54,139.050203906,52.54,62.54,139.048118152941,139.052289659059,"|",55.6510323131342,60.4895290867914,139.048126220703,139.052017211914,57.54,139.050203906,"|",56.4602492480091,59.1124902913939,139.048858642578,139.050491333008
"RPOS-002.2","Urocanate ISF.1","|",57.54,121.0395,52.54,62.54,121.0376844075,121.0413155925,"|",55.3478848924337,60.4809404049878,121.037689208984,121.041313171387,57.54,121.0395,"|",56.4662700194222,59.1002494839029,121.037902832031,121.040557861328
"RPOS-002.3","Urocanate ISF.2","|",57.54,93.0445,52.54,62.54,93.0431043325,93.0458956675,"|",55.3897256839322,60.728426954848,93.0431060791016,93.0458908081055,57.54,93.0445,"|",56.4620588790528,59.1086727209833,93.0433692932129,93.045597076416
"RPOS-003.1","Urate","|",67.5,169.035616474,62.5,72.5,169.033080939753,169.038152008247,"|",61.0101435783778,73.688389878122,169.033080939753,169.038152008247,67.5,169.035616474,"|",65.704331232422,71.4862865565094,169.033424377441,169.037567138672
"RPOS-003.2","Urate ISF.1","|",67.5,141.04,62.5,72.5,141.0378844,141.0421156,"|",61.2466260248831,73.4409476072217,141.0378844,141.0421156,67.5,141.04,"|",65.8793806019018,71.3408947940169,141.038177490234,141.041763305664
"RPOS-003.3","Urate ISF.2","|",67.5,152.009,62.5,72.5,152.006719865,152.011280135,"|",61.203003407391,73.0841897734079,152.006719865,152.011280135,67.5,152.009,"|",65.9817889452454,71.291365612756,152.007034301758,152.010803222656
"RPOS-003.4","Urate ISF.3","|",67.5,126.029,62.5,72.5,126.027109565,126.030890435,"|",61.1230938247225,73.6492981935789,126.027109565,126.030890435,67.5,126.029,"|",65.8804685557931,71.3657645444499,126.027435302734,126.030670166016
"RPOS-005.1","Theobromine","|",145.14,181.07200198,140.14,150.14,181.06928589997,181.07471806003,"|",143.169625002801,147.912442306144,181.069381713867,181.07470703125,145.14,181.07200198,"|",144.078823141545,146.720271340999,181.071228027344,181.073135375977
"RPOS-005.2","Theobromine ISF.1","|",145.14,163.0618,140.14,150.14,163.059354073,163.064245927,"|",143.069845603396,148.245632956924,163.059356689453,163.064239501953,145.14,163.0618,"|",144.106806525889,146.841214015602,163.059608459473,163.063507080078
"RPOS-005.3","Theobromine ISF.2","|",145.14,138.0665,140.14,150.14,138.0644290025,138.0685709975,"|",143.21338190511,147.859536804661,138.064437866211,138.068557739258,145.14,138.0665,"|",144.111437664902,146.687988645652,138.064605712891,138.067642211914
"RPOS-008.1","Pseudouridine","|",56.94,245.076812586,51.94,61.94,245.073136433811,245.080488738189,"|",55.384408478574,59.9788198673336,245.073211669922,245.080307006836,56.94,245.076812586,"|",56.0998810961866,59.1186627143959,245.075454711914,245.077758789062
"RPOS-008.2","Pseudouridine ISF.1","|",56.94,209.056,51.94,61.94,209.05286416,209.05913584,"|",55.3620483622367,59.9937426683414,209.052917480469,209.059066772461,56.94,209.056,"|",56.1425777105125,59.0454793820316,209.054336547852,209.056289672852
"RPOS-008.3","Pseudouridine ISF.2","|",56.94,191.0447,51.94,61.94,191.0418343295,191.0475656705,"|",55.3716953466828,60.0749827102687,191.041839599609,191.04753112793,56.94,191.0447,"|",56.1335325663497,59.1082608650318,191.042739868164,191.046394348145
"RPOS-008.4","Pseudouridine ISF.3","|",56.94,179.0446,51.94,61.94,179.041914331,179.047285669,"|",55.2018256256093,60.0416382133772,179.041931152344,179.047225952148,56.94,179.0446,"|",56.1283035587171,59.0744655834096,179.043319702148,179.045906066895
"RPOS-008.5","Pseudouridine ISF.4","|",56.94,155.044,51.94,61.94,155.04167434,155.04632566,"|",55.3367920712277,60.038515326596,155.041702270508,155.046310424805,56.94,155.044,"|",56.1352930653751,59.0861581753462,155.043395996094,155.045745849609
"RPOS-015.1","Pantothenate","|",141.06,220.117949119,136.06,146.06,220.114647349763,220.121250888237,"|",139.443528536441,143.695464010055,220.114700317383,220.120315551758,141.06,220.117949119,"|",140.314809202103,142.92932984528,220.11669921875,220.118423461914
"RPOS-015.2","Pantothenate ISF.1","|",141.06,202.109,136.06,146.06,202.105968365,202.112031635,"|",139.355576535954,143.716352424237,202.105972290039,202.112030029297,141.06,202.109,"|",140.249383866181,142.949605086401,202.106109619141,202.109939575195
"RPOS-015.3","Pantothenate ISF.2","|",141.06,184.098,136.06,146.06,184.09523853,184.10076147,"|",139.345331974689,143.997231159684,184.095245361328,184.100723266602,141.06,184.098,"|",140.129593910356,142.937752240817,184.09538269043,184.099502563477
"RPOS-016.1","L-Acetylcarnitine","|",58.56,204.123034497,53.56,63.56,204.119972651483,204.126096342517,"|",54.8419583842227,62.2344471963527,204.120010375977,204.126083374023,58.56,204.123034497,"|",56.6153462958551,60.9466919094079,204.122108459473,204.125961303711
"RPOS-016.2","L-Acetylcarnitine ISF.1","|",58.56,85.028,53.56,63.56,85.02672458,85.02927542,"|",55.7685835742675,62.0426219865224,85.026725769043,85.0292739868164,58.56,85.028,"|",56.6504899781168,60.5828029812165,85.0269355773926,85.029109954834
