"","RNEG-002.1","RNEG-002.2","RNEG-002.3","RNEG-002.4","RNEG-003.1","RNEG-003.2","RNEG-003.3","RNEG-006.1","RNEG-006.2","RNEG-009.1","RNEG-009.2","RNEG-009.3","RNEG-009.4","RNEG-011.1","RNEG-011.2","RNEG-011.3","RNEG-011.4","RNEG-016.1","RNEG-016.2","RNEG-020.1","RNEG-020.2","RNEG-020.3","RNEG-021.1","RNEG-021.2","RNEG-021.3","RNEG-022.1","RNEG-022.2","RNEG-022.3","RNEG-022.4","RNEG-022.5","RNEG-023.1","RNEG-023.2","RNEG-023.3","RNEG-023.4","RNEG-023.5","RNEG-024.1","RNEG-024.2","RNEG-024.3","RNEG-024.4","RNEG-027.1","RNEG-027.2","RNEG-027.3","RNEG-028.1","RNEG-028.2","RNEG-031.1","RNEG-031.2","RNEG-032.1","RNEG-032.2","RNEG-032.3","RNEG-033.1","RNEG-033.2","RNEG-035.1","RNEG-035.2","RNEG-035.3","RNEG-041.1","RNEG-041.2","RNEG-041.3","RNEG-043.1","RNEG-043.2","RNEG-043.3","RNEG-045.1","RNEG-045.2","RNEG-045.3","RNEG-048.1","RNEG-048.2","RNEG-048.3","RNEG-049.1","RNEG-049.2","RNEG-049.3","RNEG-049.4","RNEG-052.1","RNEG-052.2","RNEG-052.3","RNEG-054.1","RNEG-054.2","RNEG-054.3","RNEG-054.4","RNEG-059.1","RNEG-059.2","RNEG-059.3","RNEG-060.1","RNEG-060.2","RNEG-060.3","RNEG-063.1","RNEG-063.2","RNEG-063.3","RNEG-063.4","RNEG-065.1","RNEG-065.2","RNEG-068.1","RNEG-068.2","RNEG-069.1","RNEG-069.2","RNEG-069.3","RNEG-071.1","RNEG-071.2","RNEG-071.3","RNEG-071.4","RNEG-074.1","RNEG-074.2","RNEG-075.1","RNEG-075.2","RNEG-075.3","RNEG-078.1","RNEG-078.2","RNEG-079.1","RNEG-079.2","RNEG-080.1","RNEG-080.2","RNEG-080.3"
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W11_LTR.mzML",NA,0.998622714413963,1.13447435705692,1.11392679981653,NA,NA,NA,1.00088258395192,1.08351140172929,1.01145959716512,1.00149766880664,1.08151142996215,0.986348661456146,1.07455486205809,1.16943290003987,1.00575046401084,1.85555684869154,1.2003101539955,1.24438967854828,1.38517463267834,2.39727659503251,1.29914795550645,1.08881263899452,1.07530846741621,1.01642634326033,1.16141187450493,NA,1.05961247439526,1.19856943067885,NA,NA,1.10621935594549,1.1721476808134,1.17788709245427,NA,1.16849409328495,1.64076132110334,1.23817645556211,NA,NA,NA,NA,0.996964146718528,NA,1.30421101752581,1.1787208244463,NA,0.996978473954347,0.997621016748584,1.01146799838949,1.00220227673051,NA,NA,2.5387265121011,1.03846729229488,1.04773713621455,0.998758080872757,1.26205791967426,2.4871046146877,NA,1.45891113888817,1.3697977707879,NA,1.13519762663059,1.34684917551122,1.09111297561142,1.05236213368232,0.993607944910273,1.03298127996078,0.995892583016139,1.16711653920374,1.23519472389458,1.23457417435057,1.12862551326799,1.38087179832351,NA,1.11051297891837,NA,NA,NA,1.28890439524605,1.27734006764251,0.98942655303293,0.999476806207105,1.05150173582999,1.16275492865948,NA,0.999745117469129,NA,1.00128801140035,NA,1.16970539235849,1.00470061598721,1.00572170276649,NA,1.87330828719893,1.82185355335504,2.08220740220389,1.10461695575732,NA,1.02765311875018,1.35646072571874,NA,1.17841107189531,NA,2.30417111253295,1.75020633062151,1.66715196900505,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W12_SR.mzML",NA,1.39824954484287,1.17589593934703,1.20606069179605,NA,NA,NA,1.00732780101881,NA,1.013406910641,1.00337938246011,1.01708885495557,2.20496535856516,1.07154284148948,1.12121719962893,1.06372681814471,1.27711308572179,1.14767114662898,1.10976084627466,1.26921080842748,2.08807305329404,1.30661394472936,1.14044511857452,1.33193080723896,1.09351048495669,1.09010685932848,1.58668789936801,1.03044637295313,1.00811498749856,0.996448932942908,NA,1.0422635936299,1.16710710227952,1.17699713699528,1.18294334551731,1.28367508045797,1.53036376959479,1.27533830057467,1.37473130441997,1.00480377915021,NA,NA,1.00345355360356,NA,1.25850633742109,1.24528619985207,NA,1.0048225581417,1.01910194224247,1.03133880877989,1.01126300409603,NA,NA,NA,NA,1.127832722893,2.9889939099157,1.18067204855668,1.17791164316774,NA,1.31127326690632,1.25187458132409,NA,1.14215424723974,1.46410805462411,1.18169760832287,1.04492625930831,1.05030810136377,1.05591357108435,NA,1.16660939362165,1.30517554965577,1.19259533145515,1.09005281583672,1.47060900341825,1.103261366197,NA,NA,NA,NA,1.31894987940508,1.29106253323064,1.60353152440107,1.01808988564572,1.02985151771772,1.00437714094035,1.11351143206542,1.02346430539871,1.00221114902703,1.07638605028947,NA,1.14557518957969,1.33210216922659,1.08757857576111,NA,2.14600873112548,2.1102803129781,2.14731071748166,1.0534191334371,NA,1.0744067996317,1.18169787567239,NA,1.20582560569861,1.09130520343991,2.06988187120847,0.995045314917657,1.92050131885893,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W23_LTR.mzML",NA,1.1021122646243,1.13644213230506,1.15695147199021,NA,NA,1.46568334008415,1.01050216177777,NA,1.01922510549316,1.00476513632644,1.00241846900734,NA,1.06562791626051,NA,1.15457436842458,1.23988576573095,1.21516269396528,NA,1.36099019030632,2.48707970285583,1.50962204361312,1.10580555647361,1.1727974395748,1.14912008864667,1.13698594137351,NA,1.0711903850806,1.2261688776281,NA,NA,1.12867739273826,1.16739767829731,1.14129924334066,1.14861696677079,1.17558326974525,1.50088397544934,1.08000352952324,NA,1.15585020989509,1.20927805653174,NA,0.99999889885843,0.999906927613558,1.32401480369825,1.23511643919057,NA,0.996028150294213,0.997896675185769,1.00071528158643,1.00970091970964,NA,NA,2.3136728712609,1.03613167257107,1.07537334785857,1.69136608224043,1.50980069405727,2.05005071045034,NA,1.42642119023381,1.34072585188399,1.77751511371652,1.17784671523539,1.20864897430387,1.15801804391455,1.03071009800585,1.03722832103045,1.04859806861058,1.17670237947966,1.15960547435611,1.22658615857396,1.21745061052046,NA,1.30990518065189,1.32976876965396,NA,NA,1.00090379576241,NA,1.32777503738853,1.27336421016878,NA,1.00749854254579,0.994349561206205,NA,1.25495836897375,0.99983205041287,0.983261479595036,1.03009706274092,1.23541986140535,1.1229405620181,1.18258134175364,4.81696214104753,NA,1.93055825631494,1.86628059619032,1.85037506729642,1.12690916258661,NA,1.0048113225979,1.20159748689731,NA,1.16974644644776,1.01415270051086,2.51993627993205,0.899050011275974,1.63300434350941,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W24_SR.mzML",NA,1.39488478074099,1.14398048704042,1.24224629964877,NA,NA,NA,1.03785298967822,NA,0.994398594706914,1.00833036685107,0.992385868659139,2.63160425540779,1.07902131964935,1.00553063285339,1.04345048729661,1.2454535519157,1.20950438596208,1.15802426758342,1.34613784306902,2.10935840271191,1.54739001574616,1.10882479533263,1.27897049202447,1.10574208725246,1.11174510722344,1.16478416892396,1.04728946107904,1.10042934379947,1.47337144004915,NA,1.05281446099442,1.17173490324576,1.18676876193571,1.19079140255509,1.27583114651462,1.58593721601432,1.25939470644507,1.4274589369917,NA,NA,NA,1.00231762197508,0.997625203380078,1.28477443891897,1.19207602915248,0.994566073951133,0.999698412213409,0.995410690546041,1.04884034169008,1.00822128251831,NA,NA,NA,NA,1.09960833346699,2.47787663593921,1.13924361807526,1.13261689369149,NA,1.34234874708169,1.35216865072934,1.354206303337,1.13703233653485,1.54588331555193,1.43389704137186,1.05768436433402,1.05886161090117,1.06662022509117,1.21191111550622,1.17459130357011,1.2838001850792,1.25295016979029,1.12958007172869,1.26357130689113,1.14948112928245,NA,NA,0.994785473656006,NA,1.2917739435316,1.28165322921147,0.990247102456532,1.03641751043178,1.00212494308916,NA,NA,1.03470153175838,0.99527411124083,1.06618373106969,NA,1.13193353847079,1.10982836952231,NA,NA,2.18851600725964,2.18106207676121,2.19102399978776,1.01246367576617,NA,1.05845800259392,1.29285436867918,NA,1.205796620051,1.09742885011254,2.15880722810256,NA,2.04314295362068,0.999230443127605,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W35_LTR.mzML",NA,1.14839599543905,1.12156153694113,1.15650118859331,NA,NA,1.14489656936191,0.994434677810582,1.15962427542591,1.01207884731129,1.0016181537317,1.03467148562421,NA,1.07844894289517,0.999748252075165,NA,1.57412772690171,1.25692847353893,1.27403711752436,1.31051100432438,2.62502583786309,1.19434386291804,1.08655313998822,1.2184074312259,1.08953100205051,1.08568116256143,1.5080447509352,1.06752545903274,0.992217397738908,0.999942420703704,NA,1.13398367100932,1.15588992248334,1.16917529706298,1.140528393113,1.1475944793661,1.62532774002418,1.15420811699123,1.3568359370687,1.17568163544466,1.24536199871005,NA,1.00222921471655,1.05262604787846,1.28347858793311,1.20484665531944,NA,0.996513540518877,1.0733163238004,1.00008616496705,0.999290135985113,NA,NA,NA,1.0363936130422,1.05472729099727,1.38401165732618,1.50869491392157,2.103758996943,NA,1.44534235421662,1.42610753013937,2.41526957024727,1.13222997290733,1.28247656078797,1.16039711885586,1.03923815416562,1.03948445937817,1.03206291476798,1.14332831908831,1.16914725692531,1.15699441000051,1.10831717913428,1.13997295342996,1.43275773383558,1.15976557281256,NA,NA,NA,NA,1.30651831911719,1.26862352675085,NA,1.06931965092093,1.0751750063581,NA,1.03389546457672,1.00341620576204,NA,0.998713931924692,0.992871126425654,1.10575039920248,1.51635201839444,1.00631418320598,NA,2.00659110193165,1.93275529505693,1.7854692885225,1.08114671508878,1.18894920464082,NA,0.997371759724282,NA,1.13566116911305,1.07681678072858,2.41256089647342,NA,1.64334222215559,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W36_SR.mzML",NA,1.3364785028712,1.1808623371264,1.25714006887878,NA,NA,NA,1.01671969991146,NA,0.99990984776728,0.994266248663712,1.02831276896984,NA,1.07740472670159,1.23856664569261,1.06176518259289,1.14458387014239,1.2217355525759,1.00998412477912,1.33939837741611,2.13254700027359,1.42331941599985,1.15437751687399,1.26002215702033,1.14276330027859,1.09914515622219,1.94232397631228,1.11550801394834,1.14141608200818,NA,NA,1.04338673797061,1.16803171964302,1.18598456298341,1.17106003971877,1.28388969532406,1.56077126629384,1.31710761217109,1.36098489045146,1.00494226687414,NA,NA,0.99687129127862,1.00359636568544,1.24854246037289,1.19178250728038,NA,1.00358462796248,1.00214209170495,1.00060755227003,1.00634842702682,1.49058517332704,NA,8.46706200755341,NA,1.10995983684008,2.46360214701201,1.11818305550981,1.07272553817178,NA,1.35074622591583,1.14292969754828,NA,1.11641516499428,1.48300847444931,1.47514555583416,1.06221090807385,1.09006228496393,1.07277522935938,NA,1.17369344122091,1.3131380450946,1.18463013170311,1.14915770290487,1.25547002894409,1.1787251612463,0.993361055562272,NA,NA,NA,1.31056357320805,1.25854474943589,NA,1.05154097758828,1.03749054672084,2.673615227776,NA,1.03074213433492,NA,1.07153931455889,NA,1.15573485045507,1.10739562447584,1.00161988484922,NA,2.15876770468865,2.15241969262111,1.99293038173255,1.02500146439213,1.41696934578553,1.03527233238691,0.997977802288843,NA,1.2010414836328,1.10492146030611,2.06011386676115,NA,1.99902842876199,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W47_LTR.mzML",NA,0.987418439918653,1.13302460703823,1.18819635810655,NA,NA,1.15940689642434,1.00417500490734,1.14676021117707,1.0291608890037,0.994152573368277,0.998391596058798,NA,1.06400993028668,1.06541862902988,1.14911833859816,1.13776491536492,1.21546156474823,1.26644200540012,1.40607476744641,2.49876125670788,1.60392885255488,1.10790405470218,1.1907343536403,1.03023622439198,1.13773506926012,NA,1.10957780320917,1.18336401236907,NA,NA,1.14266046960238,1.14880035977087,1.15811728252153,1.26056793252505,1.1710397176483,1.47313525107732,1.18109535540022,NA,NA,NA,NA,0.999850968676113,0.996143184186775,1.37649762451621,1.15939935449459,NA,1.00217111570353,1.00195739418621,0.999358906802378,0.99134611195385,NA,NA,NA,1.03147790531956,1.06793903059419,NA,1.57108613865475,2.16864169252076,NA,1.42534683808304,1.28370352867481,NA,1.1279638735113,1.26647129750076,1.14179764825262,1.04219835308713,1.06632345016849,1.02543044513528,1.05498902011878,1.16917363862532,1.24746688583387,1.15082849628558,1.16466382934956,1.41884894697222,1.1426924077547,NA,NA,NA,1.00518281611133,1.30448418912985,1.26079556882726,NA,1.0061456793358,0.996617483601044,NA,NA,0.998464591045833,0.994727202757929,1.00043046914776,1.3776963608613,1.1152652322191,1.18260298326166,NA,NA,2.00016738598569,1.88112485866974,1.81782628804685,1.06013244664424,22.5233838979472,1.08669434040335,1.08518891984256,NA,1.14639522375636,1.08760181655321,2.54198457015909,NA,1.57604744836225,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W48_SR.mzML",NA,1.41839763605594,1.16909289710417,1.20193910585873,NA,NA,NA,1.07194559733855,0.997929649285554,1.00752423854158,0.997585675314067,0.994907871932304,NA,1.08578943103736,1.09013359922756,1.01517325494182,1.24257448213562,1.21774965991968,NA,1.27561075871627,1.99618955225794,1.11865304205126,1.13300868893033,1.19148945436165,1.08603039541278,1.12428763936509,NA,1.00637534497397,1.1393159722353,NA,NA,1.05617569223119,1.13494545363211,1.1541058883161,NA,1.2748900303241,1.55645867705442,1.15393904564136,NA,1.02328488850236,NA,NA,0.996164667381105,NA,1.27148459512219,1.20953098748306,NA,0.995277211457887,0.996392974026039,1.03462677273752,1.00362646255037,NA,NA,NA,NA,1.11550656230505,NA,1.05368256332759,1.06572780336855,NA,1.33914171090423,1.23055341971365,NA,1.09853541464336,NA,1.55782034677336,1.07471479089099,NA,1.08896817467451,0.997934687077348,1.18242793492101,1.40143274430036,1.18707485977892,1.12053269552297,1.43437746552445,1.17794178431966,NA,NA,NA,NA,1.2942703240712,1.29415224850782,0.997007502930969,1.15483929800825,1.06672028588987,1.14818499284732,1.11294524836122,1.04215737399617,0.996821482252024,1.0706916543123,NA,1.08961998082496,1.09243346345144,1.41801581382762,NA,2.21571044354188,2.11348033508104,1.38077978621336,1.01473303055901,NA,1.090263915712,1.0051121594637,NA,1.21632751483453,NA,1.82244735505881,NA,2.15159291143855,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W59_LTR.mzML",NA,1.06642122076568,1.13687692976021,1.18248688775868,NA,NA,NA,1.00866416184177,NA,1.00725400135712,0.995510437379839,1.02773197533075,1.01818507879645,1.08278564081272,1.31997054612212,1.28612518090994,1.34811065890463,1.17055964999289,NA,1.23271457874465,2.54458177972152,1.12102940704759,1.10477107366466,1.16977690364861,1.21015112064956,1.12655598657678,NA,1.025219228003,1.26183236544979,NA,NA,1.10279524799673,1.15623350290841,1.13735117801027,1.09997208977618,1.15545319505077,1.61360405404583,1.2374382117918,1.16688157026981,NA,NA,NA,1.01641985615564,NA,1.27867539350598,1.14553833268308,NA,1.00860122835074,1.1321023755649,0.987919815294524,1.01002556355412,NA,NA,2.04900275608507,1.03177501801538,1.05625429550642,3.37892137547031,1.3040261842638,NA,NA,1.41022665156534,1.30340855870117,NA,1.13362345990361,1.43282160318322,1.01269059528787,1.03194600817024,1.03913407606214,1.02617964068126,NA,1.16349434430908,1.23753927583335,1.10777321663164,1.13611457972699,1.45369231655033,NA,NA,NA,NA,NA,1.30279191622298,1.28226229743561,0.996876940497848,1.0350054902225,1.02533471774507,NA,1.15139972593693,1.0025405040289,1.08496009519623,1.00260932616444,2.03658987160542,1.08228316204531,1.19350958973417,7.22033931806188,NA,1.95330506094623,1.94842064184455,1.87505423126681,1.08419384145687,NA,0.9949486416708,1.3089207619504,NA,1.15997957612127,NA,2.22132101920688,NA,1.62206666997104,NA,NA
"../Converted/U_RNEG_mzML/ALZ_RNEG_ToF03_U4W60_SR.mzML",NA,1.41673614985364,1.17213447939618,1.27289066557361,NA,NA,NA,1.14102616184982,NA,1.00547183754863,0.997275262690186,1.04842080261208,NA,1.06764591315895,1.14907318190148,1.0764757755981,1.32849318601595,1.09937483531131,1.20054736433497,1.09470409692249,1.51642330900878,1.15034470663653,1.13541928070536,1.04793744821754,1.23461989714265,1.07277424921281,NA,1.09844170119196,1.10144471508444,NA,NA,1.04662747366542,1.16527356958276,1.19581938131415,1.217951550184,1.29905700403965,1.62590336881454,1.32688405991774,NA,1.7452206669614,NA,NA,0.994524044417209,NA,1.20954889211108,1.14844785488126,NA,1.00179752893922,1.00150058742645,1.00440609163379,0.997831893918109,1.48365576702185,NA,NA,NA,1.11093577461318,NA,1.04506722094875,1.03449473978302,NA,1.33082237233477,1.20492013207804,NA,1.10456631304593,1.38605561642922,NA,1.07433953677557,1.09250381560545,1.0856457558016,NA,1.20653808477874,1.31773493310425,1.16095428844369,1.00005681950325,1.56637060842979,0.989596456617483,NA,NA,NA,NA,1.28218840855015,1.27703836027567,NA,1.08795890906489,1.05353781491391,NA,NA,1.03803467145618,NA,1.08149323847592,1.44807611962001,1.12001916243824,1.17293582983204,1.60377347239407,NA,2.16063457473144,2.1088940148681,2.12742766882507,1.01492480217743,2.90644991770195,1.00625156337873,1.02362938451101,NA,1.22611131506461,1.25180949872478,2.31176349136568,NA,2.01149615359239,NA,NA
