"","HPOS-002.1","HPOS-002.2","HPOS-002.3","HPOS-002.4","HPOS-004.1","HPOS-004.2","HPOS-004.3","HPOS-004.4","HPOS-006.1","HPOS-006.2","HPOS-006.3","HPOS-006.4","HPOS-010.1","HPOS-010.2","HPOS-011.1","HPOS-011.2","HPOS-011.3","HPOS-012.1","HPOS-012.2","HPOS-012.3","HPOS-014.1","HPOS-014.2","HPOS-014.3","HPOS-016.1","HPOS-016.2","HPOS-016.3","HPOS-020.1","HPOS-020.2","HPOS-020.3","HPOS-025.1","HPOS-025.2","HPOS-025.3","HPOS-028.1","HPOS-028.2","HPOS-028.3","HPOS-029.1","HPOS-029.2","HPOS-036.1","HPOS-036.2","HPOS-038.1","HPOS-038.2","HPOS-038.3","HPOS-038.4","HPOS-040.1","HPOS-040.2","HPOS-040.3","HPOS-042.1","HPOS-042.2","HPOS-043.1","HPOS-043.2","HPOS-043.3","HPOS-043.4","HPOS-044.1","HPOS-044.2","HPOS-044.3","HPOS-045.1","HPOS-045.2","HPOS-045.3","HPOS-045.4","HPOS-051.1","HPOS-051.2","HPOS-051.3","HPOS-055.1","HPOS-055.2","HPOS-055.3","HPOS-055.4","HPOS-056.1","HPOS-056.2","HPOS-056.3","HPOS-056.4","HPOS-057.1","HPOS-057.2","HPOS-057.3","HPOS-057.4","HPOS-059.1","HPOS-059.2","HPOS-059.3","HPOS-062.1","HPOS-062.2","HPOS-064.1","HPOS-064.2","HPOS-064.3","HPOS-072.1","HPOS-072.2","HPOS-072.3","HPOS-074.1","HPOS-074.2","HPOS-075.1","HPOS-075.2","HPOS-075.3","HPOS-075.4","HPOS-075.5","HPOS-078.1","HPOS-078.2","HPOS-078.3","HPOS-080.1","HPOS-080.2","HPOS-080.3","HPOS-082.1","HPOS-082.2","HPOS-082.3","HPOS-085.1","HPOS-085.2","HPOS-085.3"
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD01.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161804199219,130.0871429,84.08126068,166.085830688477,144.103790283203,84.08325958,138.056686401367,94.06640625,92.04638068,131.119369506836,153.100372314453,114.0919113,146.1202393,87.04930572,136.0500641,227.1284027,130.110504150391,113.082664489746,88.08832131,85.05027008,166.0887463,120.0823975,103.0565414,76.0768127441406,151.146148681641,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047470092773,159.029678344727,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.115051269531,122.0728302,144.0481567,104.0727005,148.0352173,245.080276489258,209.058486938477,191.047317504883,179.0472717,155.045791625977,312.134674072266,180.0916901,110.0373459,232.1570892,173.0841827,85.02927399,166.074585,149.0477295,124.051857,153.067428588867,175.048919677734,136.039443969727
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD02.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161560058594,130.0871429,84.08126068,166.085800170898,144.104049682617,84.08325958,138.056549072266,94.06640625,92.04638068,131.119735717773,153.1006927,114.0919113,146.1202393,87.04930572,136.0500641,227.1284027,130.110488891602,113.082496643066,88.0883026123047,85.05027008,166.0887463,120.0823975,103.0565414,76.07682037,151.145858764648,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047698974609,159.030075073242,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.114990234375,122.0728302,144.0481567,104.0727005,148.0352173,245.07975769043,209.05827331543,191.0475616,179.04704284668,155.046112060547,312.134643554688,180.091293334961,110.0373459,232.1570892,173.0841827,85.02927399,166.074585,149.0477295,124.051857,153.067977905273,175.049255371094,136.039886474609
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD03.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161972045898,130.087066650391,84.08126068,166.085662841797,144.103317260742,84.08325958,138.056869506836,94.06640625,92.04638068,131.119659423828,153.1006927,114.091804504395,146.1202393,87.04930572,136.0500641,227.1284027,130.110626220703,113.0826962,88.0879821777344,85.050178527832,166.0887463,120.0823975,103.0565414,76.0766983032227,151.146255493164,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047790527344,159.029968261719,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.052177429199,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.116241455078,122.0728302,144.0481567,104.0727005,148.0352173,245.079833984375,209.058731079102,191.0475616,179.04704284668,155.046279907227,312.133728027344,180.091186523438,110.0373459,232.1570892,173.0841827,85.02927399,166.074417114258,149.0477295,124.051857,153.068161010742,175.049179077148,136.0400391
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD04.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.162017822266,130.087112426758,84.08126068,166.086303710938,144.103729248047,84.08325958,138.05647277832,94.0663528442383,92.04638068,131.119171142578,153.100631713867,114.091873168945,146.1202393,87.04930572,136.0500641,227.1284027,130.110000610352,113.082695007324,88.0879364013672,85.05027008,166.0887463,120.0823975,103.0565414,76.0767822265625,151.145599365234,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047317504883,159.029067993164,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.115539550781,122.0728302,144.0481567,104.0727005,148.0352173,245.079620361328,209.059036254883,191.0475616,179.046936035156,155.046279907227,312.132568359375,180.091491699219,110.0373459,232.1570892,173.0841827,85.02927399,166.073913574219,149.0477295,124.051857,153.067443847656,175.049438476562,136.039901733398
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD05.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.073120117188,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161590576172,130.08708190918,84.08126068,166.08544921875,144.10319519043,84.08325958,138.056594848633,94.0659637451172,92.04638068,131.119445800781,153.100357055664,114.0919113,146.1202393,87.04930572,136.0500641,227.1284027,130.110534667969,113.082695007324,88.0881423950195,85.05027008,166.0887463,120.0823975,103.0565414,76.0765533447266,151.145782470703,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047134399414,159.029907226562,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.116149902344,122.070404052734,144.048034667969,104.0727005,148.0352173,245.079574584961,209.057571411133,191.047348022461,179.047225952148,155.046249389648,312.133697509766,180.091644287109,110.0373459,232.1570892,173.0841827,85.02927399,166.074172973633,149.0477295,124.051857,153.068099975586,175.049392700195,136.0400391
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD06.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.16162109375,130.087112426758,84.08126068,166.086151123047,144.103668212891,84.08325958,138.056716918945,94.06640625,92.04638068,131.119766235352,153.100570678711,114.091705322266,146.1202393,87.04930572,136.0500641,227.1284027,130.110565185547,113.0826962,88.088134765625,85.05027008,166.0887463,120.0823975,103.0565414,76.0762329101562,151.146286010742,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047653198242,159.029876708984,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.032989501953,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.114501953125,122.070571899414,144.0481567,104.0727005,148.0352173,245.07958984375,209.058853149414,191.047119140625,179.046920776367,155.045944213867,312.133880615234,180.091430664062,110.0373459,232.1570892,173.0841827,85.02927399,166.074585,149.0477295,124.051857,153.067001342773,175.049362182617,136.0400391
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD07.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161636352539,130.0869140625,84.08126068,166.08528137207,144.103500366211,84.08325958,138.056243896484,94.0661010742188,92.04638068,131.119491577148,153.1006927,114.0919113,146.1202393,87.04930572,136.0500641,227.1284027,130.110336303711,113.082626342773,88.08832131,85.05027008,166.0887463,120.0823975,103.0565414,76.0764465332031,151.1455078125,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047744750977,159.030075073242,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.051551818848,134.032699584961,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.115753173828,122.0728302,144.0481567,104.0727005,148.0352173,245.079452514648,209.058959960938,191.047515869141,179.047180175781,155.046264648438,312.133636474609,180.090408325195,110.0373459,232.1570892,173.0841827,85.02927399,166.074066162109,149.0477295,124.051857,153.067962646484,175.049362182617,136.039886474609
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD08.mzML",286.2050171,308.186615,227.1313934,144.103973388672,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.126007080078,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161727905273,130.086776733398,84.08126068,166.085815429688,144.103912353516,84.08325958,138.056991577148,94.0661773681641,92.04638068,131.11946105957,153.100662231445,114.091873168945,146.1202393,87.04930572,136.0500641,227.1284027,130.110366821289,113.08268737793,88.0880432128906,85.05027008,166.0887463,120.0823975,103.0565414,76.0764083862305,151.145629882812,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047653198242,159.029907226562,119.0377855,110.0366287,220.1211395,242.1026306,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.032531738281,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.114837646484,122.0728302,144.047805786133,104.0727005,148.0352173,245.079559326172,209.057891845703,191.046997070312,179.046890258789,155.04621887207,312.134124755859,180.091613769531,110.0373459,232.1570892,173.0841827,85.02927399,166.074585,149.047622680664,124.051857,153.06803894043,175.049270629883,136.039978027344
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD09.mzML",286.2050171,308.186615,227.1313934,144.1041565,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161560058594,130.087066650391,84.08126068,166.085693359375,144.103271484375,84.08325958,138.056945800781,94.06640625,92.04638068,131.119094848633,153.100677490234,114.091903686523,146.1202393,87.04930572,136.0500641,227.1284027,130.110366821289,113.082595825195,88.0878829956055,85.05027008,166.0887463,120.0823975,103.0565414,76.0764007568359,151.145172119141,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047744750977,159.029968261719,119.0377855,110.0366287,220.1211395,242.101760864258,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.114898681641,122.0728302,144.0481567,104.0727005,148.0352173,245.079925537109,209.056350708008,191.0475616,179.047134399414,155.046127319336,312.131744384766,180.091598510742,110.0373459,232.1570892,173.0841827,85.02927399,166.074585,149.0477295,124.051857,153.067016601562,175.049224853516,136.039566040039
"../Converted/U_HPOS_mzML/ALZ_HPOS_ToF07_B1SRD10.mzML",286.2050171,308.186615,227.1313934,144.103698730469,204.1260834,226.1073914,145.0501709,85.02927399,203.1529541,158.1303711,116.0717392,88.08731842,260.1893921,201.1160126,276.1481628,298.1324463,217.0752411,246.1735077,268.1549988,187.0997925,156.0790941,178.0606709,110.0727511,189.161911010742,130.08708190918,84.08126068,166.08561706543,144.103591918945,84.08325958,138.056579589844,94.06640625,92.04638068,131.119720458984,153.100570678711,114.091705322266,146.1202393,87.04930572,136.0500641,227.1284027,130.1103515625,113.082656860352,88.0883102416992,85.05027008,166.0887463,120.0823975,103.0565414,76.0767669677734,151.145553588867,116.0723419,160.0373993,365.072476,70.06705099,134.0208435,313.0401917,356.083313,132.0786896,154.0610046,176.0441132,90.05635071,170.0949544,126.1038895,96.06843567,137.047500610352,159.029418945312,119.0377855,110.0366287,220.1211395,242.101867675781,202.1100311,90.05635071,139.0519104,121.0348155,93.04439565,95.06141663,112.0522156,134.0330048,156.014328,244.1579437,185.0843658,312.2215271,334.2049866,253.1497955,265.115905761719,122.0728302,144.04801940918,104.0727005,148.0352173,245.080154418945,209.058319091797,191.046661376953,179.047027587891,155.046127319336,312.133880615234,180.090347290039,110.0373459,232.1570892,173.0841827,85.02927399,166.074569702148,149.0477295,124.051857,153.068130493164,175.048965454102,136.039901733398
