"filepath","acquisitionTime","TIC","sampleFileName","sampleType"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W36_SR.mzML",2015-02-09 12:12:23,23915827077,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W36_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W47_LTR.mzML",2015-02-09 13:43:43,18671790125,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W47_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W48_SR.mzML",2015-02-09 15:15:02,23747088999,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W48_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W59_LTR.mzML",2015-02-09 16:46:20,18464066352,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W59_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W60_SR.mzML",2015-02-09 18:17:38,23692701853,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W60_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W71_LTR.mzML",2015-02-09 19:48:57,18303675359,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W71_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W72_SR.mzML",2015-02-09 21:20:15,24280071562,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W72_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W83_LTR.mzML",2015-02-09 22:51:35,18699687051,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W83_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W84_SR.mzML",2015-02-10 00:22:54,24231675548,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W84_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W95_LTR.mzML",2015-02-10 01:54:12,18059480972,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W95_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W96_SR.mzML",2015-02-10 03:25:31,24401434031,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U10W96_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W11_LTR.mzML",2015-02-10 04:56:50,16919410821,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W11_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W12_SR.mzML",2015-02-10 06:28:09,24067529497,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W12_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W23_LTR.mzML",2015-02-10 07:59:28,17359550488,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W23_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W24_SR.mzML",2015-02-10 09:30:46,24461569391,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W24_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W35_LTR.mzML",2015-02-10 11:02:04,16982698534,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W35_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W36_SR.mzML",2015-02-10 12:33:23,23495120691,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W36_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W47_LTR.mzML",2015-02-10 14:04:44,17864602086,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W47_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W48_SR.mzML",2015-02-10 15:36:07,23222569598,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W48_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W59_LTR.mzML",2015-02-10 17:07:28,17369753781,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W59_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W60_SR.mzML",2015-02-10 18:38:47,23167013146,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W60_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W71_LTR.mzML",2015-02-10 20:10:00,16727936158,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W71_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W72_SR.mzML",2015-02-10 21:41:18,22623334560,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W72_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W83_LTR.mzML",2015-02-10 23:12:37,18152403407,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W83_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W84_SR.mzML",2015-02-11 00:43:56,24396485630,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W84_SR.mzML","SR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W95_LTR.mzML",2015-02-11 02:15:15,17251462412,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W95_LTR.mzML","LTR"
"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W96_SR.mzML",2015-02-11 03:46:36,23177703725,"../Converted/U_RPOS_mzML/ALZ_RPOS_ToF04_U11W96_SR.mzML","SR"
